"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Tea House by Soup Restaurant - IMM","4.1","455","2 Jurong East Street 21","Singapore",,"SG","http://www.souprestaurant.com.sg/","+65 6899 1811","Cantonese restaurant","https://www.google.com/maps/search/?api=1&query=Tea%20House%20by%20Soup%20Restaurant%20-%20IMM&query_place_id=ChIJHWpH1g0Q2jERAwYNmAwf7_g"
"Maria restaurant pvt ltd","3.3","3","10 Lor Bakar Batu","Singapore",,"SG",,,"Indian restaurant","https://www.google.com/maps/search/?api=1&query=Maria%20restaurant%20pvt%20ltd&query_place_id=ChIJMbMzZ7YX2jERh8rkLD_rlVA"
"Curry Leaf Restaurant Pte. Ltd.",,"0","165 Tg Pagar Rd","Singapore",,"SG",,"+65 6220 2040","Restaurant","https://www.google.com/maps/search/?api=1&query=Curry%20Leaf%20Restaurant%20Pte.%20Ltd.&query_place_id=ChIJKZoOX2sZ2jERuMoj1rZ2tp4"
"Paradise Classic","4.3","210","78 Airport Blvd., #04 - 244","Singapore",,"SG","https://www.paradisegp.com/brand-paradise-classic/","+65 6214 3129","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Paradise%20Classic&query_place_id=ChIJGz-Oaew92jERYyrGyHmlQOc"
"Jack's Place Jewel Changi Airport","3.9","818","78 Airport Blvd., #04-219","Singapore",,"SG","https://www.jacksplace.com.sg/","+65 6214 9173","Restaurant","https://www.google.com/maps/search/?api=1&query=Jack's%20Place%20Jewel%20Changi%20Airport&query_place_id=ChIJzSMwBxg92jERi4BvmDhuszQ"
"Pondok Daun Upeh Restaurant","3.5","93","929 Tampines Street 91, Block 929","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=Pondok%20Daun%20Upeh%20Restaurant&query_place_id=ChIJ87jGLhU92jERkjTpzSwip7c"
"Sushiro Jewel Changi","4.1","213","78 Airport Boulevard B2-227/228 Jewel, Singapore Changi Airport","Singapore",,"SG","https://sushiro-jewel-changi.business.site/?utm_source=gmb&utm_medium=referral","+65 6513 4115","Conveyor belt sushi restaurant","https://www.google.com/maps/search/?api=1&query=Sushiro%20Jewel%20Changi&query_place_id=ChIJQ51o40Y92jERStkiz0uY78w"
"J.B. Ah Meng Restaurant","4.2","2863","534 Geylang Rd","Singapore",,"SG",,"+65 6741 2418","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=J.B.%20Ah%20Meng%20Restaurant&query_place_id=ChIJLQ-16_4Z2jERFj2nuT9QXas"
"5 Star Restaurant & Catering Pte Ltd","4.9","8",,"Singapore",,"SG","https://www.sgpbusiness.com/company/5-Star-Restaurant-Catering-Pte-Ltd","+65 6636 3129","Restaurant","https://www.google.com/maps/search/?api=1&query=5%20Star%20Restaurant%20%26%20Catering%20Pte%20Ltd&query_place_id=ChIJ45zXWTo92jERt4DKO1seblM"
"SomBoon Thai restaurant","4.2","6","430 Upper Changi Rd, #01-05 East Village","Singapore",,"SG",,,"Thai restaurant","https://www.google.com/maps/search/?api=1&query=SomBoon%20Thai%20restaurant&query_place_id=ChIJXSE9wg492jERhhph-xdQiEg"
"Tim Ho Wan","3.8","227","No 02-223, Jewel Changi Airport, 78 Airport Blvd., Changi Jewel","Singapore",,"SG","http://restaurant.timhowan.com/tim-ho-wan-dim-sum-restaurant-changi-jewel-singapore-92431/Home?utm_source=locator&utm_medium=googleplaces","+65 6513 8588","Dim sum restaurant","https://www.google.com/maps/search/?api=1&query=Tim%20Ho%20Wan&query_place_id=ChIJNfs5xYs82jERqGAEgpY6ZsM"
"Itacho Sushi","3","214","78 Airport Blvd., #B2 - 210","Singapore",,"SG","https://instagram.com/itachosushisg","+65 6214 9986","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Itacho%20Sushi&query_place_id=ChIJv1RBYok82jEROzr69HgzTWk"
"Briyani Point Restaurant @76 Shenton Way #0101","4","22","76 Shenton Wy, #0101","Singapore",,"SG","https://briyanipointrestaurant76shentonway0101.business.site/?utm_source=gmb&utm_medium=referral","+65 6974 7578","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Briyani%20Point%20Restaurant%20%4076%20Shenton%20Way%20%230101&query_place_id=ChIJ6ZVisCEZ2jERdC_cKVH7P1s"
"Azman Seafood Restaurant","4.2","5","58 New Upper Changi Rd, #01-185","Singapore",,"SG",,,"Hawker stall","https://www.google.com/maps/search/?api=1&query=Azman%20Seafood%20Restaurant&query_place_id=ChIJZ1n3Bssi2jERE4FxPkKyfNM"
"Common Man Coffee Roasters - Quayside Isle","4.5","87","31 Ocean Way, #01-09","Singapore",,"SG","https://commonmancoffeeroasters.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_quayside_isle","+65 6877 4892","Cafe","https://www.google.com/maps/search/?api=1&query=Common%20Man%20Coffee%20Roasters%20-%20Quayside%20Isle&query_place_id=ChIJsd_IuI8f2jER_5PfLUtb384"
"Sampo Korean BBQ","4.3","194","132 Telok Ayer St","Singapore",,"SG","http://instagram.com/sampokorean","+65 6324 3009","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Sampo%20Korean%20BBQ&query_place_id=ChIJ68bZQCcZ2jERs__cUUEtWvs"
"Gyu-Kaku ""牛角“ Japanese BBQ Restaurant VivoCity","3.4","12","1 HarbourFront Walk, #02-01/02","Singapore",,"SG","http://www.gyu-kaku.com.sg/","+65 6428 4208","Yakiniku restaurant","https://www.google.com/maps/search/?api=1&query=Gyu-Kaku%20%22%E7%89%9B%E8%A7%92%E2%80%9C%20Japanese%20BBQ%20Restaurant%20VivoCity&query_place_id=ChIJq2AM0FUZ2jER-oPLwxm8kwk"
"Hoàng Hâu Vietnamese Restaurant","4.6","207","146 01, 1090 Jalan Bukit Merah, Block 146","Singapore",,"SG","https://hoanghau.getz.co/","+65 8852 3687","Restaurant","https://www.google.com/maps/search/?api=1&query=Ho%C3%A0ng%20H%C3%A2u%20Vietnamese%20Restaurant&query_place_id=ChIJdwjQ2tQZ2jERFYU-5f1aW2g"
"Gochi-So Shokudo Japanese Restaurant ごち惣食堂 @ Asia Square Tower 2","4.1","27","Asia Square Tower 2, #02-10, 2 Marina View","Singapore",,"SG",,"+65 6980 5573","Tonkatsu restaurant","https://www.google.com/maps/search/?api=1&query=Gochi-So%20Shokudo%20Japanese%20Restaurant%20%E3%81%94%E3%81%A1%E6%83%A3%E9%A3%9F%E5%A0%82%20%40%20Asia%20Square%20Tower%202&query_place_id=ChIJxceAJL4Z2jERPzmznohK1m0"
"Korean BBQ Restaurant Woo Hyang (우향 코리안 BBQ)","3.6","260","89 Amoy St","Singapore",,"SG","https://woohyang.sg/","+65 6970 9789","Korean barbecue restaurant","https://www.google.com/maps/search/?api=1&query=Korean%20BBQ%20Restaurant%20Woo%20Hyang%20(%EC%9A%B0%ED%96%A5%20%EC%BD%94%EB%A6%AC%EC%95%88%20BBQ)&query_place_id=ChIJkeHXY_0Z2jERAgbENHxaX7w"
"Ficus Cafe By Chef Syed","3.9","8","39 Artillery Ave","Singapore",,"SG",,,"Halal restaurant","https://www.google.com/maps/search/?api=1&query=Ficus%20Cafe%20By%20Chef%20Syed&query_place_id=ChIJmWpBYNMf2jERU3_E7oV_Enc"
"Cumi Bali Indonesian Restaurant","4.1","552","50 Tras St","Singapore",,"SG","http://www.cumibali.com/","+65 6220 6619","Indonesian restaurant","https://www.google.com/maps/search/?api=1&query=Cumi%20Bali%20Indonesian%20Restaurant&query_place_id=ChIJDw5_RG0Z2jERl-F--4zrv6E"
"Komala's Restaurant International Plaza","2.8","31","Anson Rd, #01-09 International Plaza","Singapore",,"SG","http://komalasrestaurants.com/our-locations/","+65 6655 7190","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Komala's%20Restaurant%20International%20Plaza&query_place_id=ChIJt5w2QRMZ2jERACes7rJuGq0"
"Don Dae Bak Restaurant","4.2","1525","35 Kreta Ayer Rd","Singapore",,"SG","https://dondaebaksg.business.site/","+65 6226 1727","Korean barbecue restaurant","https://www.google.com/maps/search/?api=1&query=Don%20Dae%20Bak%20Restaurant&query_place_id=ChIJG02Ii3IZ2jERoMjKjyk16Tw"
"Daam Doom Dish Kohinoor Restaurant","5","6","9 Hoe Chiang Rd","Singapore",,"SG",,"+65 6022 1933","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Daam%20Doom%20Dish%20Kohinoor%20Restaurant&query_place_id=ChIJF5Rl1kkZ2jERN4XoTXuWDNk"
"Suzuki Restaurant","5","18","83 Neil Rd, #01-09 Mondrian Hotel","Singapore",,"SG","https://www.suzukiomakase.com/","+65 9755 7899","Restaurant","https://www.google.com/maps/search/?api=1&query=Suzuki%20Restaurant&query_place_id=ChIJF7VhiuQZ2jER8VrBhwpvLzM"
"Enak Enak Restaurant (Simpang Bedok)","4.1","549","340 Bedok Rd","Singapore",,"SG","http://www.enakenakrestaurant.com/","+65 6246 1211","Halal restaurant","https://www.google.com/maps/search/?api=1&query=Enak%20Enak%20Restaurant%20(Simpang%20Bedok)&query_place_id=ChIJiU7m7DE92jERLm2Tsy1syyg"
"Hawa Restaurant","3.3","29","801 Tampines Ave 4, #01-279","Singapore",,"SG",,"+65 6015 0288","Restaurant","https://www.google.com/maps/search/?api=1&query=Hawa%20Restaurant&query_place_id=ChIJRwmgOwY92jERieDHLwVA-3s"
"Luke's Lobster Singapore (Jewel Changi)","3.1","176","78 Airport Boulevard #01, K209","Singapore",,"SG","http://www.lukeslobster.sg/","+65 6241 5765","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Luke's%20Lobster%20Singapore%20(Jewel%20Changi)&query_place_id=ChIJb-6X9yU92jERakuPbWtdU8M"
"Mohamed Food Restaurant","2.8","9","18 Raffles Quay","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=Mohamed%20Food%20Restaurant&query_place_id=ChIJ5Y6l4Q0Z2jER6EkfT7mZ6KQ"
"Noyah La Maison","4.3","53","65 Airport Boulevard, Changi Airport, B2-40/40A Terminal 3 (North","Singapore",,"SG","https://www.noyahlamaison.com/","+65 9647 0311","Nyonya restaurant","https://www.google.com/maps/search/?api=1&query=Noyah%20La%20Maison&query_place_id=ChIJH6aOCNQ92jERMmNYPY_uzTA"
"KFC Jewel","3.5","161","78 Airport Boulevard B2 - 275, #277 Singapore Changi Airport","Singapore",,"SG","https://www.kfc.com.sg/","+65 6241 8575","Fast food restaurant","https://www.google.com/maps/search/?api=1&query=KFC%20Jewel&query_place_id=ChIJD6EPdaE92jERbUbNytSr7LQ"
"Eight Treasures Vegetarian Restaurant","4.5","454","282A South Bridge Road, Sago Ln","Singapore",,"SG","https://www.facebook.com/EightTreasuresVegetarian","+65 6534 7727","Vegetarian restaurant","https://www.google.com/maps/search/?api=1&query=Eight%20Treasures%20Vegetarian%20Restaurant&query_place_id=ChIJ_UhazXIZ2jER14cuFc9jkSc"
"Azur","2.9","121","75 Airport Blvd, Crowne Plaza Changi Airport Hotel, Terminal 3 Singapore Changi Airport","Singapore",,"SG",,"+65 6823 5354","Restaurant","https://www.google.com/maps/search/?api=1&query=Azur&query_place_id=ChIJVbK19Iw82jER3O_oLg_jv3s"
"Tonkatsu by Ma Maison @ Jewel","4.3","348","78 Airport Blvd., #02 - 211","Singapore",,"SG","http://ma-maison.sg/restaurant/jewel/index.html","+65 6242 9322","Tonkatsu restaurant","https://www.google.com/maps/search/?api=1&query=Tonkatsu%20by%20Ma%20Maison%20%40%20Jewel&query_place_id=ChIJ_UkQXok82jERUhx_xfbPKdc"
"Sakura Family Restaurant","3.8","183","3 Simei Street 6, #03-05, Eastpoint Mall, 3 Simei Street 6, #03-05","Singapore",,"SG",,"+65 6388 7414","Halal restaurant","https://www.google.com/maps/search/?api=1&query=Sakura%20Family%20Restaurant&query_place_id=ChIJL3YtUCI92jERwCp52oQhVSo"
"Le Shrimp Ramen @ T3 Public Changi Airport","4.5","303","65 Airport Blvd., #B2-49 Terminal 3, Public Area","Singapore",,"SG","https://www.paradisegp.com/le-shrimp-ramen/",,"Ramen restaurant","https://www.google.com/maps/search/?api=1&query=Le%20Shrimp%20Ramen%20%40%20T3%20Public%20Changi%20Airport&query_place_id=ChIJq6qqGo082jERjxG8oPMR6to"
"Jin Hock Seafood Restaurant","4","477","844 Tampines Street 82, #01-131","Singapore",,"SG","http://jinhockseafood.oddle.me/","+65 6787 4255","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Jin%20Hock%20Seafood%20Restaurant&query_place_id=ChIJXbKuIW092jERc2TU8EHbC3g"
"Tempura Makino (Jewel Changi Airport)","4.8","1601","78 Airport Boulevard, #01-223 Jewel, Singapore Changi Airport","Singapore",,"SG","https://tempuramakino.com.sg/","+65 6285 7488","Tempura restaurant","https://www.google.com/maps/search/?api=1&query=Tempura%20Makino%20(Jewel%20Changi%20Airport)&query_place_id=ChIJyzcJpKw92jEReoCIqg-1y10"
"New Hawa Restaurant","3.5","63","462 Tampines Street 44","Singapore",,"SG",,"+65 8923 1328","Restaurant","https://www.google.com/maps/search/?api=1&query=New%20Hawa%20Restaurant&query_place_id=ChIJzS4a-JU92jERtXlh9tIkG64"
"Izumi Japanese Restaurant","4.2","218","59 New Upper Changi Rd, #01-1240","Singapore",,"SG","https://www.facebook.com/Izumijapanesefishmarketsingapore/","+65 8189 1848","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Izumi%20Japanese%20Restaurant&query_place_id=ChIJTbSyA8si2jERsZF1qd_ucZQ"
"A2B Indian Veg. Restaurant",,"0",,,,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=A2B%20Indian%20Veg.%20Restaurant&query_place_id=ChIJBRi0i1UZ2jERxTPvd86zIGk"
"Swee Choon Tim Sum Restaurant","3.2","71","60 Airport Blvd., #01-07, Terminal 2 Singapore Changi Airport","Singapore",,"SG","http://www.sweechoon.com/",,"Dim sum restaurant","https://www.google.com/maps/search/?api=1&query=Swee%20Choon%20Tim%20Sum%20Restaurant&query_place_id=ChIJu8TMxlQ92jERD6OdTIa-VAQ"
"Thaiquet Southern Thai Restaurant","4.4","27","430 Upper Changi Rd, #01-05 East Village","Singapore",,"SG","https://www.instagram.com/thaiquet","+65 8718 8666","Thai restaurant","https://www.google.com/maps/search/?api=1&query=Thaiquet%20Southern%20Thai%20Restaurant&query_place_id=ChIJR6fojv892jERo78N7iCcUmE"
"Hokkaido Sushi","4.2","768","81 Anson Rd, level 9 m Hotel Singapore","Singapore",,"SG","http://www.hokkaidosushi.com.sg/","+65 6221 3075","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Hokkaido%20Sushi&query_place_id=ChIJuScwyhQZ2jERtyWGpD1pVEs"
"예약 YeYak Korean Restaurant","4.9","211","7 Keppel Road PSA Tanjong Pagar Complex, #01-18","Singapore",,"SG","https://www.yeyak.com.sg/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3717503695881860086","+65 8828 7770","Korean restaurant","https://www.google.com/maps/search/?api=1&query=%EC%98%88%EC%95%BD%20YeYak%20Korean%20Restaurant&query_place_id=ChIJXzHMAKcZ2jERXBEK0d-mN8c"
"Kailash Parbat Restaurant","4","547","1 Changi Business Park Cres, #01-10/12/13 Plaza 8","Singapore",,"SG",,"+65 6636 5545","Vegetarian restaurant","https://www.google.com/maps/search/?api=1&query=Kailash%20Parbat%20Restaurant&query_place_id=ChIJLyDlx6092jER1ovQGM8BqvA"
"Tangerine","4.2","48","8 Sentosa Gateway","Singapore",,"SG","https://www.rwsentosa.com/en/restaurants/signature-restaurants/tangerine","+65 6577 6688","Restaurant","https://www.google.com/maps/search/?api=1&query=Tangerine&query_place_id=ChIJIZfT4P0b2jER_PA2asrfjD4"
"Gigi Fish Soup Family Restaurant","4.5","19","Tanjong Pagar Plz, #02-46","Singapore",,"SG",,,"Family restaurant","https://www.google.com/maps/search/?api=1&query=Gigi%20Fish%20Soup%20Family%20Restaurant&query_place_id=ChIJZVV0h2wZ2jERleUrsqpDIxc"
"Deen Restaurant Indian Muslim Food","4.5","18","7 Everton Park, Block 7","Singapore",,"SG",,,"Indian restaurant","https://www.google.com/maps/search/?api=1&query=Deen%20Restaurant%20Indian%20Muslim%20Food&query_place_id=ChIJb0pVRC4Z2jERxyiZk-0KKIU"
"Family Flavor Restaurant","4.1","107","Blk 59 New Upper Changi Rd, #01-1282","Singapore",,"SG",,"+65 6246 7118","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Family%20Flavor%20Restaurant&query_place_id=ChIJKRCSdvIj2jER16HShBBdPZY"
"Dal In Restaurant","4","388","17 Boon Tat St","Singapore",,"SG",,"+65 6225 1006","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Dal%20In%20Restaurant&query_place_id=ChIJ_eYWpQ0Z2jER_Z1N9hYkJio"
"Bachmann Japanese Restaurant Vivocity","3.1","20","1 HarbourFront Walk, Vivocity","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=Bachmann%20Japanese%20Restaurant%20Vivocity&query_place_id=ChIJn_7DvFgZ2jERIPxmObfiVjw"
"Canton Paradise Noodle & Congee House @ T3 Public","4.2","135","65 Airport Blvd., #B2-49","Singapore",,"SG","https://www.paradisegp.com/brand-canton-paradise/",,"Porridge restaurant","https://www.google.com/maps/search/?api=1&query=Canton%20Paradise%20Noodle%20%26%20Congee%20House%20%40%20T3%20Public&query_place_id=ChIJIZeA5y492jERMOFva1Q33Ng"
"Paik's Bibim @ Vivo City","3.7","223","1 Harbourfront Walk, #02-125","Singapore",,"SG","http://www.facebook.com/paiks.bibimsg/","+65 6377 0696","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Paik's%20Bibim%20%40%20Vivo%20City&query_place_id=ChIJNcq6kFgZ2jERrYuc_OYckT8"
"Amarathai Restaurant Tanjong Pagar","4","1","4D Lim Teck Kim Rd","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=Amarathai%20Restaurant%20Tanjong%20Pagar&query_place_id=ChIJtQEaEmsZ2jERC5R8Ado06SM"
"SOS Bar Restaurant","4.3","188","6 Marina Blvd, #01-18/19 The Sail at Marina Bay","Singapore",,"SG","https://www.sosbarsg.com/","+65 9489 5742","Bar","https://www.google.com/maps/search/?api=1&query=SOS%20Bar%20Restaurant&query_place_id=ChIJc9mCRw4Z2jER-H2AVBjcDYY"
"NAEUM Restaurant","4.7","185","161 Telok Ayer St","Singapore",,"SG","http://www.naeum.sg/","+65 8830 5016","Restaurant","https://www.google.com/maps/search/?api=1&query=NAEUM%20Restaurant&query_place_id=ChIJ0zevoBEZ2jER9eYTLSlcX1Q"
"Numb Restaurant 川麻记","4.8","561","5 Straits View, West Tower, #01-12 Marina One","Singapore",,"SG","https://www.numbrestaurant.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16277146813624859339","+65 9460 1960","Restaurant","https://www.google.com/maps/search/?api=1&query=Numb%20Restaurant%20%E5%B7%9D%E9%BA%BB%E8%AE%B0&query_place_id=ChIJryJnfhIZ2jERUCR3eLh90fM"
"Majestic Restaurant","4.1","472","5 Straits View, #04-01 Marina One East Tower","Singapore",,"SG","http://www.restaurantmajestic.com/","+65 6250 1988","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Majestic%20Restaurant&query_place_id=ChIJ8_-PMBIZ2jERdzQvm7nWrHk"
"Tambi Restaurant","4.1","85","47 Amoy St","Singapore",,"SG","http://www.tambi.sg/","+65 9838 8401","Restaurant","https://www.google.com/maps/search/?api=1&query=Tambi%20Restaurant&query_place_id=ChIJuZJncXYZ2jERqheyCHx25Lk"
"Marché Mövenpick VivoCity","4.1","3261","1 HarbourFront Walk, #03 - 14 VivoCity","Singapore",,"SG","https://www.marche-movenpick.sg/en/our-locations/vivocity","+65 6376 8226","Restaurant","https://www.google.com/maps/search/?api=1&query=March%C3%A9%20M%C3%B6venpick%20VivoCity&query_place_id=ChIJQ7ONulgZ2jERGh2R3w9tHSo"
"Annalakshmi Restaurant","4.5","3059","6A Shenton Wy, #01-03 Downtown Gallery","Singapore",,"SG","http://www.annalakshmi.sg/","+65 6339 9993","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Annalakshmi%20Restaurant&query_place_id=ChIJW9dJOqEZ2jERBgaxRD3FW00"
"Kim's Family Food Korean Restaurant","3.9","281","177 Telok Ayer St","Singapore",,"SG",,"+65 6221 0401","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Kim's%20Family%20Food%20Korean%20Restaurant&query_place_id=ChIJoWcifA0Z2jERl3M1QjbnCnI"
"Sodam Korean Restaurant","4.6","118","48 Tg Pagar Rd","Singapore",,"SG","https://social.quandoo.com/en/groups/Sodam%20Korean%20Restaurant%20%EC%86%8C%EB%8B%B4","+65 8363 6476","Korean barbecue restaurant","https://www.google.com/maps/search/?api=1&query=Sodam%20Korean%20Restaurant&query_place_id=ChIJRVeSIk0Z2jEREJboNvLbjL4"
"Foliage Restaurant","5","10","11 Kee Seng St, #01-03","Singapore",,"SG","http://foliage.sg/",,"Asian restaurant","https://www.google.com/maps/search/?api=1&query=Foliage%20Restaurant&query_place_id=ChIJzWm5SWgZ2jERrN3ctdW_uA0"
"Black Society 黑社会","3.9","897","1 HarbourFront Walk, #02-156/157","Singapore",,"SG","http://blacksociety.com.sg/","+65 6376 9740","Cantonese restaurant","https://www.google.com/maps/search/?api=1&query=Black%20Society%20%E9%BB%91%E7%A4%BE%E4%BC%9A&query_place_id=ChIJJZTucOIb2jERMHDdjjtjZqk"
"Restaurant Chaleur","5","30","77 Neil Rd","Singapore",,"SG","https://restaurantchaleur.com/","+65 8508 3390","Restaurant","https://www.google.com/maps/search/?api=1&query=Restaurant%20Chaleur&query_place_id=ChIJ6eCqdV0Z2jERGTysrBvGX_M"
"Mouth Restaurant - 地茂馆","3.9","782","38 Maxwell Rd, #01-01/02 Airview Building, Air View Building","Singapore",,"SG","https://mouth.com.sg/","+65 6534 4233","Cantonese restaurant","https://www.google.com/maps/search/?api=1&query=Mouth%20Restaurant%20-%20%E5%9C%B0%E8%8C%82%E9%A6%86&query_place_id=ChIJqbQ4zn0Z2jER9CRLhNtz8aA"
"Miska Cafe","4","372","31 Ocean Way, #01-07","Singapore",,"SG","http://www.miskacafe.com/","+65 6339 0903","Mediterranean restaurant","https://www.google.com/maps/search/?api=1&query=Miska%20Cafe&query_place_id=ChIJX9pR0bUe2jERJRzgcJSiH0M"
"Hana-hana Japanese Restaurant","4.3","195","1 Tras Link, #01-17 Orchid Hotel Singapore","Singapore",,"SG","https://tableagent.com/singapore/hana-hana-japanese-restaurant/","+65 6444 7753","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Hana-hana%20Japanese%20Restaurant&query_place_id=ChIJYWuy22wZ2jERsatPbdPPXQ4"
"Akbar 24 Hours Restaurant","3.8","564","2 Lim Teck Kim Rd","Singapore",,"SG","https://akbar-24-hours-restaurant.business.site/","+65 6324 2559","Indian Muslim restaurant","https://www.google.com/maps/search/?api=1&query=Akbar%2024%20Hours%20Restaurant&query_place_id=ChIJE_3sEWsZ2jERhfKtyNOVstA"
"Kia Hiang","3.9","82","10 Anson Rd, #02-29 International Plaza","Singapore",,"SG","http://www.kiahiang.com.sg/","+65 6220 7169","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Kia%20Hiang&query_place_id=ChIJWw4PRBMZ2jER6i_4uBKYXRU"
"DANIU TEOCHEW SEAFOOD RESTAURANT","4.2","298","61 Kampong Bahru Rd","Singapore",,"SG","https://www.instagram.com/daniuteochewseafood/?hl=en","+65 6677 6725","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=DANIU%20TEOCHEW%20SEAFOOD%20RESTAURANT&query_place_id=ChIJ2SK0G0EZ2jERi--d8gvG100"
"No Menu Restaurant","4.4","895","23 Boon Tat St","Singapore",,"SG","http://www.osvaldo.sg/","+65 6224 0091","Italian restaurant","https://www.google.com/maps/search/?api=1&query=No%20Menu%20Restaurant&query_place_id=ChIJwRQ-uw0Z2jERtffbY4KMOw4"
"MIZ Japanese Restaurant","4.6","717","17 Kampong Bahru Rd","Singapore",,"SG","https://miz-japanese-restaurant.business.site/","+65 6225 5761","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=MIZ%20Japanese%20Restaurant&query_place_id=ChIJC456Hm0Z2jERyJ0gNoDT-V8"
"Shen Li Restaurant","3.8","31","137 Tampines St. 11, #01-15 Round Market & Food Centre","Singapore",,"SG",,"+65 9450 9314","Hawker stall","https://www.google.com/maps/search/?api=1&query=Shen%20Li%20Restaurant&query_place_id=ChIJkU2-KxY92jERe1jeSVlg9O8"
"ManNa Korean Restaurant","3.8","293","5 Changi Business Park Central 1, #01-39/40 Changi City Point","Singapore",,"SG","http://www.mannakorea.com/","+65 6970 8505","Korean restaurant","https://www.google.com/maps/search/?api=1&query=ManNa%20Korean%20Restaurant&query_place_id=ChIJES_eO8Q92jER6quH9IC0mY0"
"Sous Noodle Restaurant Pte Ltd",,"0","1 Changi Business Park Cres","Singapore",,"SG",,"+65 6789 4066","Restaurant","https://www.google.com/maps/search/?api=1&query=Sous%20Noodle%20Restaurant%20Pte%20Ltd&query_place_id=ChIJnZLDJNc82jERFjVrny8fRv8"
"Zén","4.5","216","41 Bukit Pasoh Rd","Singapore",,"SG","http://www.restaurantzen.com/","+65 6534 8880","Restaurant","https://www.google.com/maps/search/?api=1&query=Z%C3%A9n&query_place_id=ChIJpxlhJpkZ2jER7gzIjfgz8co"
"Bliss Garden - 福满楼","3.8","180","1 Expo Dr, #02-01","Singapore",,"SG",,"+65 6789 1313","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Bliss%20Garden%20-%20%E7%A6%8F%E6%BB%A1%E6%A5%BC&query_place_id=ChIJb78bvik92jERzI0aJUQXHFg"
"Coucou Authentic Swiss Restaurant and Bar","4.5","710","9 Craig Rd","Singapore",,"SG","http://coucou.sg/","+65 6226 0060","Swiss restaurant","https://www.google.com/maps/search/?api=1&query=Coucou%20Authentic%20Swiss%20Restaurant%20and%20Bar&query_place_id=ChIJTy0ppOgZ2jERe6fBEYFCvVY"
"Yi Jia Seafood Village Restaurant","3.7","46","515 Bedok North Ave 2","Singapore",,"SG","https://m.facebook.com/pages/category/Restaurant/%E5%8B%BF%E6%B4%9B%E5%84%84%E5%AE%B6%E6%9D%91%E6%B5%B7%E9%B2%9C-Bedok-Yi-Jia-Village-1044797772377889/","+65 6909 8189","Restaurant","https://www.google.com/maps/search/?api=1&query=Yi%20Jia%20Seafood%20Village%20Restaurant&query_place_id=ChIJh_Yl3sc92jERGytLocChy2c"
"Dalcomhan Bam Korean Restaurant East Village","4.1","123","430 Upper Changi Rd, #01-66 East Village","Singapore",,"SG","https://smartweb-ecms.tabsquare.com/scan/a1837c55-edaa-4f48-a125-9a7ee33bdc88","+65 6214 0886","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Dalcomhan%20Bam%20Korean%20Restaurant%20East%20Village&query_place_id=ChIJJ2b_-MM92jERX9O7FKfuL6s"
"Al-Sahira Restaurant","3.5","256","26 Bedok S Rd","Singapore",,"SG",,"+65 9124 2006","Restaurant","https://www.google.com/maps/search/?api=1&query=Al-Sahira%20Restaurant&query_place_id=ChIJjdgF4Sw92jERUgqvTro__kI"
"Ridwan And Family Restaurant",,"0","1 Changi Village Rd","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=Ridwan%20And%20Family%20Restaurant&query_place_id=ChIJTdaJLhQ82jERy3DatVLtdlc"
"KNS RESTAURANT","3.6","219","1110 E Coast Park Service Rd, #01-03/04","Singapore",,"SG",,"+65 6974 8303","Indian restaurant","https://www.google.com/maps/search/?api=1&query=KNS%20RESTAURANT&query_place_id=ChIJT7OAxMcj2jERFyKcuwal3Uw"
