"title","categoryName","address","neighborhood","street","city","postalCode","state","countryCode","website","phone","phoneUnformatted","location/lat","location/lng","plusCode"
"SomBoon Thai restaurant","Thai restaurant","430 Upper Changi Rd, #01-05 East Village, Singapore 487048","Bedok","430 Upper Changi Rd, #01-05 East Village","Singapore","487048",,"SG",,,,"1.3318567","103.9467141","8WJW+PM Singapore"
"Tim Ho Wan","Dim sum restaurant","No 02-223, Jewel Changi Airport, 78 Airport Blvd., Changi Jewel, Singapore 819666","Changi","No 02-223, Jewel Changi Airport, 78 Airport Blvd., Changi Jewel","Singapore","819666",,"SG","http://restaurant.timhowan.com/tim-ho-wan-dim-sum-restaurant-changi-jewel-singapore-92431/Home?utm_source=locator&utm_medium=googleplaces","+65 6513 8588","+6565138588","1.360233","103.9895632","9X6Q+3R Singapore"
"Itacho Sushi","Sushi restaurant","78 Airport Blvd., #B2 - 210, Singapore 819666","Changi","78 Airport Blvd., #B2 - 210","Singapore","819666",,"SG","https://instagram.com/itachosushisg","+65 6214 9986","+6562149986","1.3600387","103.9899698","9X6Q+2X Singapore"
"Briyani Point Restaurant @76 Shenton Way #0101","Indian restaurant","76 Shenton Wy, #0101, Singapore 079119","Tanjong Pagar","76 Shenton Wy, #0101","Singapore","079119",,"SG","https://briyanipointrestaurant76shentonway0101.business.site/?utm_source=gmb&utm_medium=referral","+65 6974 7578","+6569747578","1.2735453","103.8454928","7RFW+C5 Singapore"
"Azman Seafood Restaurant","Hawker stall","58 New Upper Changi Rd, #01-185, Singapore 461058","Bedok","58 New Upper Changi Rd, #01-185","Singapore","461058",,"SG",,,,"1.3238335","103.9410273","8WFR+GC Singapore"
"Common Man Coffee Roasters - Quayside Isle","Cafe","31 Ocean Way, #01-09, Singapore 098375","Southern Islands","31 Ocean Way, #01-09","Singapore","098375",,"SG","https://commonmancoffeeroasters.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_quayside_isle","+65 6877 4892","+6568774892","1.2471056","103.8422382","6RWR+RV Singapore"
"Sampo Korean BBQ","Korean restaurant","132 Telok Ayer St, Singapore 068599","Chinatown","132 Telok Ayer St","Singapore","068599",,"SG","http://instagram.com/sampokorean","+65 6324 3009","+6563243009","1.2816844","103.8480606","7RJX+M6 Singapore"
"Gyu-Kaku ""牛角“ Japanese BBQ Restaurant VivoCity","Yakiniku restaurant","1 HarbourFront Walk, #02-01/02, Singapore 098585","Bukit Merah","1 HarbourFront Walk, #02-01/02","Singapore","098585",,"SG","http://www.gyu-kaku.com.sg/","+65 6428 4208","+6564284208","1.2643877","103.8226676","7R7F+Q3 Singapore"
"Hoàng Hâu Vietnamese Restaurant","Restaurant","146 01, 1090 Jalan Bukit Merah, Block 146, Singapore 160146","Bukit Merah","146 01, 1090 Jalan Bukit Merah, Block 146","Singapore","160146",,"SG","https://hoanghau.getz.co/","+65 8852 3687","+6588523687","1.2777732","103.8303497","7RHJ+44 Singapore"
"Gochi-So Shokudo Japanese Restaurant ごち惣食堂 @ Asia Square Tower 2","Tonkatsu restaurant","Asia Square Tower 2, #02-10, 2 Marina View, Singapore 018961","Central Area","Asia Square Tower 2, #02-10, 2 Marina View","Singapore","018961",,"SG",,"+65 6980 5573","+6569805573","1.2782649","103.8508791","7VH2+89 Singapore"
"Korean BBQ Restaurant Woo Hyang (우향 코리안 BBQ)","Korean barbecue restaurant","89 Amoy St, Singapore 069908","Chinatown","89 Amoy St","Singapore","069908",,"SG","https://woohyang.sg/","+65 6970 9789","+6569709789","1.2811405","103.8470067","7RJW+FR Singapore"
"Ficus Cafe By Chef Syed","Halal restaurant","39 Artillery Ave, Singapore 099958","Southern Islands","39 Artillery Ave","Singapore","099958",,"SG",,,,"1.2504277","103.827573","7R2H+52 Singapore"
"Cumi Bali Indonesian Restaurant","Indonesian restaurant","50 Tras St, Singapore 078989","Chinatown","50 Tras St","Singapore","078989",,"SG","http://www.cumibali.com/","+65 6220 6619","+6562206619","1.2781374","103.844249","7RHV+7M Singapore"
"Komala's Restaurant International Plaza","Indian restaurant","Anson Rd, #01-09 International Plaza, Singapore 079903","Tanjong Pagar","Anson Rd, #01-09 International Plaza","Singapore","079903",,"SG","http://komalasrestaurants.com/our-locations/","+65 6655 7190","+6566557190","1.2756998","103.8458098","7RGW+78 Singapore"
"Don Dae Bak Restaurant","Korean barbecue restaurant","35 Kreta Ayer Rd, Singapore 089000","Chinatown","35 Kreta Ayer Rd","Singapore","089000",,"SG","https://dondaebaksg.business.site/","+65 6226 1727","+6562261727","1.2808258","103.8422212","7RJR+8V Singapore"
"Daam Doom Dish Kohinoor Restaurant","Indian restaurant","9 Hoe Chiang Rd, Singapore 089314","Tanjong Pagar","9 Hoe Chiang Rd","Singapore","089314",,"SG",,"+65 6022 1933","+6560221933","1.2739768","103.8425185","7RFV+H2 Singapore"
"Suzuki Restaurant","Restaurant","83 Neil Rd, #01-09 Mondrian Hotel, Singapore 089813","Chinatown","83 Neil Rd, #01-09 Mondrian Hotel","Singapore","089813",,"SG","https://www.suzukiomakase.com/","+65 9755 7899","+6597557899","1.2789787","103.8419283","7RHR+HQ Singapore"
"Enak Enak Restaurant (Simpang Bedok)","Halal restaurant","340 Bedok Rd, Singapore 469520","Bedok","340 Bedok Rd","Singapore","469520",,"SG","http://www.enakenakrestaurant.com/","+65 6246 1211","+6562461211","1.3313924","103.9478584","8WJX+H4 Singapore"
"Hawa Restaurant","Restaurant","801 Tampines Ave 4, #01-279, Singapore 520801","Tampines","801 Tampines Ave 4, #01-279","Singapore","520801",,"SG",,"+65 6015 0288","+6560150288","1.3469582","103.9380515","8WWQ+Q6 Singapore"
"Luke's Lobster Singapore (Jewel Changi)","Seafood restaurant","78 Airport Boulevard #01, K209, Singapore 819666","Changi","78 Airport Boulevard #01, K209","Singapore","819666",,"SG","http://www.lukeslobster.sg/","+65 6241 5765","+6562415765","1.3603912","103.989642","9X6Q+5V Singapore"
"Mohamed Food Restaurant","Restaurant","18 Raffles Quay, Singapore 048582","Central Area","18 Raffles Quay","Singapore","048582",,"SG",,,,"1.2802986","103.8504332","7VJ2+45 Singapore"
"Noyah La Maison","Nyonya restaurant","65 Airport Boulevard, Changi Airport, B2-40/40A Terminal 3 (North, Singapore 819663","Changi","65 Airport Boulevard, Changi Airport, B2-40/40A Terminal 3 (North","Singapore","819663",,"SG","https://www.noyahlamaison.com/","+65 9647 0311","+6596470311","1.3555805","103.9861962","9X4P+6F Singapore"
"KFC Jewel","Fast food restaurant","78 Airport Boulevard B2 - 275, #277 Singapore Changi Airport, Singapore 819666","Changi","78 Airport Boulevard B2 - 275, #277 Singapore Changi Airport","Singapore","819666",,"SG","https://www.kfc.com.sg/","+65 6241 8575","+6562418575","1.3604704","103.989592","9X6Q+5R Singapore"
"Eight Treasures Vegetarian Restaurant","Vegetarian restaurant","282A South Bridge Road, Sago Ln, Singapore 058831","Chinatown","282A South Bridge Road, Sago Ln","Singapore","058831",,"SG","https://www.facebook.com/EightTreasuresVegetarian","+65 6534 7727","+6565347727","1.2815386","103.8447177","7RJV+JV Singapore"
"Azur","Restaurant","75 Airport Blvd, Crowne Plaza Changi Airport Hotel, Terminal 3 Singapore Changi Airport, Singapore 819664","Changi","75 Airport Blvd, Crowne Plaza Changi Airport Hotel, Terminal 3 Singapore Changi Airport","Singapore","819664",,"SG",,"+65 6823 5354","+6568235354","1.35857","103.988101","9X5Q+C6 Singapore"
"Tonkatsu by Ma Maison @ Jewel","Tonkatsu restaurant","78 Airport Blvd., #02 - 211, Singapore 819666","Changi","78 Airport Blvd., #02 - 211","Singapore","819666",,"SG","http://ma-maison.sg/restaurant/jewel/index.html","+65 6242 9322","+6562429322","1.3596381","103.9901181","9X5R+V2 Singapore"
"Sakura Family Restaurant","Halal restaurant","3 Simei Street 6, #03-05, Eastpoint Mall, 3 Simei Street 6, #03-05, Singapore 528833","Tampines","3 Simei Street 6, #03-05, Eastpoint Mall, 3 Simei Street 6, #03-05","Singapore","528833",,"SG",,"+65 6388 7414","+6563887414","1.3423802","103.953164","8XR3+X7 Singapore"
"Le Shrimp Ramen @ T3 Public Changi Airport","Ramen restaurant","65 Airport Blvd., #B2-49 Terminal 3, Public Area, Singapore 819663","Changi","65 Airport Blvd., #B2-49 Terminal 3, Public Area","Singapore","819663",,"SG","https://www.paradisegp.com/le-shrimp-ramen/",,,"1.3559931","103.9862754","9X4P+9G Singapore"
"Jin Hock Seafood Restaurant","Seafood restaurant","844 Tampines Street 82, #01-131, Singapore 520844","Tampines","844 Tampines Street 82, #01-131","Singapore","520844",,"SG","http://jinhockseafood.oddle.me/","+65 6787 4255","+6567874255","1.3522657","103.93664","9W2P+WM Singapore"
"Tempura Makino (Jewel Changi Airport)","Tempura restaurant","78 Airport Boulevard, #01-223 Jewel, Singapore Changi Airport, Singapore 819666","Changi","78 Airport Boulevard, #01-223 Jewel, Singapore Changi Airport","Singapore","819666",,"SG","https://tempuramakino.com.sg/","+65 6285 7488","+6562857488","1.3598023","103.9895389","9X5Q+WR Singapore"
"New Hawa Restaurant","Restaurant","462 Tampines Street 44, Singapore 520462","Tampines","462 Tampines Street 44","Singapore","520462",,"SG",,"+65 8923 1328","+6589231328","1.358962","103.9549708","9X53+HX Singapore"
"Izumi Japanese Restaurant","Japanese restaurant","59 New Upper Changi Rd, #01-1240, Singapore 461059","Bedok","59 New Upper Changi Rd, #01-1240","Singapore","461059",,"SG","https://www.facebook.com/Izumijapanesefishmarketsingapore/","+65 8189 1848","+6581891848","1.3236717","103.9408779","8WFR+F9 Singapore"
"A2B Indian Veg. Restaurant","Restaurant","Singapore","Southern Islands",,,,,"SG",,,,"1.2550891","103.8218271","7R4C+2P Singapore"
"Swee Choon Tim Sum Restaurant","Dim sum restaurant","60 Airport Blvd., #01-07, Terminal 2 Singapore Changi Airport, Singapore 819643","Changi","60 Airport Blvd., #01-07, Terminal 2 Singapore Changi Airport","Singapore","819643",,"SG","http://www.sweechoon.com/",,,"1.3542805","103.9886467","9X3Q+PF Singapore"
"Thaiquet Southern Thai Restaurant","Thai restaurant","430 Upper Changi Rd, #01-05 East Village, Singapore 487048","Bedok","430 Upper Changi Rd, #01-05 East Village","Singapore","487048",,"SG","https://www.instagram.com/thaiquet","+65 8718 8666","+6587188666","1.3318971","103.9467003","8WJW+QM Singapore"
"Hokkaido Sushi","Sushi restaurant","81 Anson Rd, level 9 m Hotel Singapore, Singapore 079908","Tanjong Pagar","81 Anson Rd, level 9 m Hotel Singapore","Singapore","079908",,"SG","http://www.hokkaidosushi.com.sg/","+65 6221 3075","+6562213075","1.273767","103.8450399","7RFW+G2 Singapore"
"예약 YeYak Korean Restaurant","Korean restaurant","7 Keppel Road PSA Tanjong Pagar Complex, #01-18, Singapore 089053","Bukit Merah","7 Keppel Road PSA Tanjong Pagar Complex, #01-18","Singapore","089053",,"SG","https://www.yeyak.com.sg/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3717503695881860086","+65 8828 7770","+6588287770","1.2720835","103.8421291","7RCR+RV Singapore"
"Kailash Parbat Restaurant","Vegetarian restaurant","1 Changi Business Park Cres, #01-10/12/13 Plaza 8, Singapore 486066","Tampines","1 Changi Business Park Cres, #01-10/12/13 Plaza 8","Singapore","486066",,"SG",,"+65 6636 5545","+6566365545","1.3330865","103.9659768","8XM8+69 Singapore"
"Tangerine","Restaurant","8 Sentosa Gateway, Singapore 098269","Southern Islands","8 Sentosa Gateway","Singapore","098269",,"SG","https://www.rwsentosa.com/en/restaurants/signature-restaurants/tangerine","+65 6577 6688","+6565776688","1.2588124","103.8161991","7R58+GF Singapore"
"Gigi Fish Soup Family Restaurant","Family restaurant","Tanjong Pagar Plz, #02-46, Singapore 082001","Tanjong Pagar","Tanjong Pagar Plz, #02-46","Singapore","082001",,"SG",,,,"1.2753472","103.842994","7RGV+45 Singapore"
"Deen Restaurant Indian Muslim Food","Indian restaurant","7 Everton Park, Block 7, Singapore 080007","Tanjong Pagar","7 Everton Park, Block 7","Singapore","080007",,"SG",,,,"1.2769999","103.8389426","7RGQ+QH Singapore"
"Family Flavor Restaurant","Chinese restaurant","Blk 59 New Upper Changi Rd, #01-1282, Singapore 461059","Bedok","Blk 59 New Upper Changi Rd, #01-1282","Singapore","461059",,"SG",,"+65 6246 7118","+6562467118","1.3246864","103.9404206","8WFR+V5 Singapore"
"Dal In Restaurant","Korean restaurant","17 Boon Tat St, Singapore 069618","Chinatown","17 Boon Tat St","Singapore","069618",,"SG",,"+65 6225 1006","+6562251006","1.2813619","103.84833","7RJX+G8 Singapore"
"Bachmann Japanese Restaurant Vivocity","Restaurant","1 HarbourFront Walk, Vivocity, Singapore 098585","Bukit Merah","1 HarbourFront Walk, Vivocity","Singapore","098585",,"SG",,,,"1.2633585","103.8234466","7R7F+89 Singapore"
"Canton Paradise Noodle & Congee House @ T3 Public","Porridge restaurant","65 Airport Blvd., #B2-49, Singapore 819663","Changi","65 Airport Blvd., #B2-49","Singapore","819663",,"SG","https://www.paradisegp.com/brand-canton-paradise/",,,"1.3575763","103.9874421","9X5P+2X Singapore"
"Paik's Bibim @ Vivo City","Korean restaurant","1 Harbourfront Walk, #02-125, Singapore 098585","Bukit Merah","1 Harbourfront Walk, #02-125","Singapore","098585",,"SG","http://www.facebook.com/paiks.bibimsg/","+65 6377 0696","+6563770696","1.2634765","103.8224849","7R7C+9X Singapore"
"Amarathai Restaurant Tanjong Pagar","Restaurant","4D Lim Teck Kim Rd, Singapore 088935","Tanjong Pagar","4D Lim Teck Kim Rd","Singapore","088935",,"SG",,,,"1.2736452","103.8427068","7RFV+F3 Singapore"
"SOS Bar Restaurant","Bar","6 Marina Blvd, #01-18/19 The Sail at Marina Bay, Singapore 018985","Central Area","6 Marina Blvd, #01-18/19 The Sail at Marina Bay","Singapore","018985",,"SG","https://www.sosbarsg.com/","+65 9489 5742","+6594895742","1.2805865","103.8527915","7VJ3+64 Singapore"
"NAEUM Restaurant","Restaurant","161 Telok Ayer St, Singapore 068615","Chinatown","161 Telok Ayer St","Singapore","068615",,"SG","http://www.naeum.sg/","+65 8830 5016","+6588305016","1.2803318","103.8475438","7RJX+42 Singapore"
"Numb Restaurant 川麻记","Restaurant","5 Straits View, West Tower, #01-12 Marina One, Singapore 018935","Central Area","5 Straits View, West Tower, #01-12 Marina One","Singapore","018935",,"SG","https://www.numbrestaurant.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16277146813624859339","+65 9460 1960","+6594601960","1.277033","103.8523999","7VG2+RX Singapore"
"Majestic Restaurant","Chinese restaurant","5 Straits View, #04-01 Marina One East Tower, Singapore 018935","Central Area","5 Straits View, #04-01 Marina One East Tower","Singapore","018935",,"SG","http://www.restaurantmajestic.com/","+65 6250 1988","+6562501988","1.2779663","103.8528486","7VH3+54 Singapore"
"Tambi Restaurant","Restaurant","47 Amoy St, Singapore 069873","Chinatown","47 Amoy St","Singapore","069873",,"SG","http://www.tambi.sg/","+65 9838 8401","+6598388401","1.2803939","103.8469458","7RJW+5Q Singapore"
"Marché Mövenpick VivoCity","Restaurant","1 HarbourFront Walk, #03 - 14 VivoCity, Singapore 098585","Bukit Merah","1 HarbourFront Walk, #03 - 14 VivoCity","Singapore","098585",,"SG","https://www.marche-movenpick.sg/en/our-locations/vivocity","+65 6376 8226","+6563768226","1.2644513","103.8213732","7R7C+QG Singapore"
"Annalakshmi Restaurant","Indian restaurant","6A Shenton Wy, #01-03 Downtown Gallery, Singapore 068815","Central Area","6A Shenton Wy, #01-03 Downtown Gallery","Singapore","068815",,"SG","http://www.annalakshmi.sg/","+65 6339 9993","+6563399993","1.2767053","103.8482052","7RGX+M7 Singapore"
"Kim's Family Food Korean Restaurant","Korean restaurant","177 Telok Ayer St, Singapore 068625","Chinatown","177 Telok Ayer St","Singapore","068625",,"SG",,"+65 6221 0401","+6562210401","1.2799523","103.8473329","7RHW+XW Singapore"
"Sodam Korean Restaurant","Korean barbecue restaurant","48 Tg Pagar Rd, Singapore 088469","Chinatown","48 Tg Pagar Rd","Singapore","088469",,"SG","https://social.quandoo.com/en/groups/Sodam%20Korean%20Restaurant%20%EC%86%8C%EB%8B%B4","+65 8363 6476","+6583636476","1.2792622","103.8437507","7RHV+PG Singapore"
"Foliage Restaurant","Asian restaurant","11 Kee Seng St, #01-03, Singapore 089218","Tanjong Pagar","11 Kee Seng St, #01-03","Singapore","089218",,"SG","http://foliage.sg/",,,"1.2750074","103.8421186","7RGR+2R Singapore"
"Black Society 黑社会","Cantonese restaurant","1 HarbourFront Walk, #02-156/157, Singapore 098585","Bukit Merah","1 HarbourFront Walk, #02-156/157","Singapore","098585",,"SG","http://blacksociety.com.sg/","+65 6376 9740","+6563769740","1.2634875","103.821134","7R7C+9F Singapore"
"Restaurant Chaleur","Restaurant","77 Neil Rd, Singapore 088903","Chinatown","77 Neil Rd","Singapore","088903",,"SG","https://restaurantchaleur.com/","+65 8508 3390","+6585083390","1.27922","103.842153","7RHR+MV Singapore"
"Mouth Restaurant - 地茂馆","Cantonese restaurant","38 Maxwell Rd, #01-01/02 Airview Building, Air View Building, Singapore 069116","Chinatown","38 Maxwell Rd, #01-01/02 Airview Building, Air View Building","Singapore","069116",,"SG","https://mouth.com.sg/","+65 6534 4233","+6565344233","1.2790836","103.8451038","7RHW+J2 Singapore"
"Miska Cafe","Mediterranean restaurant","31 Ocean Way, #01-07, Singapore 098375","Southern Islands","31 Ocean Way, #01-07","Singapore","098375",,"SG","http://www.miskacafe.com/","+65 6339 0903","+6563390903","1.2472309","103.8422985","6RWR+VW Singapore"
"Hana-hana Japanese Restaurant","Japanese restaurant","1 Tras Link, #01-17 Orchid Hotel Singapore, Singapore 078867","Chinatown","1 Tras Link, #01-17 Orchid Hotel Singapore","Singapore","078867",,"SG","https://tableagent.com/singapore/hana-hana-japanese-restaurant/","+65 6444 7753","+6564447753","1.2768788","103.8438187","7RGV+QG Singapore"
"Akbar 24 Hours Restaurant","Indian Muslim restaurant","2 Lim Teck Kim Rd, Singapore 088933","Tanjong Pagar","2 Lim Teck Kim Rd","Singapore","088933",,"SG","https://akbar-24-hours-restaurant.business.site/","+65 6324 2559","+6563242559","1.2735897","103.8426745","7RFV+C3 Singapore"
"Kia Hiang","Chinese restaurant","10 Anson Rd, #02-29 International Plaza, Singapore 079903","Tanjong Pagar","10 Anson Rd, #02-29 International Plaza","Singapore","079903",,"SG","http://www.kiahiang.com.sg/","+65 6220 7169","+6562207169","1.2756998","103.8458098","7RGW+78 Singapore"
"DANIU TEOCHEW SEAFOOD RESTAURANT","Seafood restaurant","61 Kampong Bahru Rd, Singapore 169368","Bukit Merah","61 Kampong Bahru Rd","Singapore","169368",,"SG","https://www.instagram.com/daniuteochewseafood/?hl=en","+65 6677 6725","+6566776725","1.2765699","103.835969","7RGP+J9 Singapore"
"No Menu Restaurant","Italian restaurant","23 Boon Tat St, Singapore 069621","Chinatown","23 Boon Tat St","Singapore","069621",,"SG","http://www.osvaldo.sg/","+65 6224 0091","+6562240091","1.2812893","103.8485025","7RJX+GC Singapore"
"MIZ Japanese Restaurant","Japanese restaurant","17 Kampong Bahru Rd, Singapore 169347","Bukit Merah","17 Kampong Bahru Rd","Singapore","169347",,"SG","https://miz-japanese-restaurant.business.site/","+65 6225 5761","+6562255761","1.2772129","103.8366514","7RGP+VM Singapore"
"Shen Li Restaurant","Hawker stall","137 Tampines St. 11, #01-15 Round Market & Food Centre, Singapore 521137","Tampines","137 Tampines St. 11, #01-15 Round Market & Food Centre","Singapore","521137",,"SG",,"+65 9450 9314","+6594509314","1.3457685","103.9443735","8WWV+8P Singapore"
"ManNa Korean Restaurant","Korean restaurant","5 Changi Business Park Central 1, #01-39/40 Changi City Point, Singapore 486038","Tampines","5 Changi Business Park Central 1, #01-39/40 Changi City Point","Singapore","486038",,"SG","http://www.mannakorea.com/","+65 6970 8505","+6569708505","1.3339502","103.962808","8XM7+H4 Singapore"
"Sous Noodle Restaurant Pte Ltd","Restaurant","1 Changi Business Park Cres, Singapore 486025","Tampines","1 Changi Business Park Cres","Singapore","486025",,"SG",,"+65 6789 4066","+6567894066","1.3334698","103.9655432","8XM8+96 Singapore"
"Zén","Restaurant","41 Bukit Pasoh Rd, Singapore 089855","Tanjong Pagar","41 Bukit Pasoh Rd","Singapore","089855",,"SG","http://www.restaurantzen.com/","+65 6534 8880","+6565348880","1.2794687","103.8403607","7RHR+Q4 Singapore"
"Bliss Garden - 福满楼","Chinese restaurant","1 Expo Dr, #02-01, Singapore 486150","Tampines","1 Expo Dr, #02-01","Singapore","486150",,"SG",,"+65 6789 1313","+6567891313","1.3336634","103.9577189","8XM5+F3 Singapore"
"Coucou Authentic Swiss Restaurant and Bar","Swiss restaurant","9 Craig Rd, Singapore 089669","Chinatown","9 Craig Rd","Singapore","089669",,"SG","http://coucou.sg/","+65 6226 0060","+6562260060","1.2776438","103.842759","7RHV+34 Singapore"
"Yi Jia Seafood Village Restaurant","Restaurant","515 Bedok North Ave 2, Singapore 460515","Bedok","515 Bedok North Ave 2","Singapore","460515",,"SG","https://m.facebook.com/pages/category/Restaurant/%E5%8B%BF%E6%B4%9B%E5%84%84%E5%AE%B6%E6%9D%91%E6%B5%B7%E9%B2%9C-Bedok-Yi-Jia-Village-1044797772377889/","+65 6909 8189","+6569098189","1.3314028","103.9300653","8WJJ+H2 Singapore"
"Dalcomhan Bam Korean Restaurant East Village","Korean restaurant","430 Upper Changi Rd, #01-66 East Village, Singapore 487048","Bedok","430 Upper Changi Rd, #01-66 East Village","Singapore","487048",,"SG","https://smartweb-ecms.tabsquare.com/scan/a1837c55-edaa-4f48-a125-9a7ee33bdc88","+65 6214 0886","+6562140886","1.3319849","103.9461517","8WJW+QF Singapore"
"Al-Sahira Restaurant","Restaurant","26 Bedok S Rd, Singapore 462026","Bedok","26 Bedok S Rd","Singapore","462026",,"SG",,"+65 9124 2006","+6591242006","1.3235658","103.9341499","8WFM+CM Singapore"
"Ridwan And Family Restaurant","Restaurant","1 Changi Village Rd, Singapore 500001","Changi","1 Changi Village Rd","Singapore","500001",,"SG",,,,"1.387946","103.9876211","9XQQ+52 Singapore"
"KNS RESTAURANT","Indian restaurant","1110 E Coast Park Service Rd, #01-03/04, Singapore 449880","Bedok","1110 E Coast Park Service Rd, #01-03/04","Singapore","449880",,"SG",,"+65 6974 8303","+6569748303","1.3043958","103.9241908","8W3F+QM Singapore"
"Burger & Lobster Jewel Changi Airport","Restaurant","78 Airport Blvd., #05 - 203, Singapore 819666","Changi","78 Airport Blvd., #05 - 203","Singapore","819666",,"SG","https://www.burgerandlobster.com/locations/singapore/jewel-changi-airport/?utm_source=google&utm_medium=local&utm_campaign=gmblisting","+65 6971 6126","+6569716126","1.3604451","103.9900567","9X6R+52 Singapore"
"Teahouse By Soup Restaurant @ Century Square","Chinese restaurant","2 Tampines Central 5, #01-20 Century Square, Singapore 529509","Tampines","2 Tampines Central 5, #01-20 Century Square","Singapore","529509",,"SG","http://www.souprestaurant.com.sg/","+65 6260 0030","+6562600030","1.3520939","103.9435653","9W2V+RC Singapore"
"小浦田餐馆 | Xiao Pu Tien Restaurant","Chinese restaurant","138 Tampines St. 11, #01-124, Singapore 521138","Tampines","138 Tampines St. 11, #01-124","Singapore","521138",,"SG",,"+65 9370 0092","+6593700092","1.3454615","103.9456244","8WWW+56 Singapore"
"U Taste Restaurant","Restaurant","BLK 513 Tampines Central 1, #01-170, Singapore 520513","Tampines","BLK 513 Tampines Central 1, #01-170","Singapore","520513",,"SG",,,,"1.3537776","103.9443341","9W3V+GP Singapore"
"BACHMANN JAPANESE RESTAURANT Changi Terminal 1","Restaurant","80 Airport Blvd., Singapore 819642","Changi","80 Airport Blvd.","Singapore","819642",,"SG",,,,"1.3618777","103.9904247","9X6R+Q5 Singapore"
"Sheik Jalani Restaurant","Restaurant","527 Bedok North Street 3, Singapore 460527","Bedok","527 Bedok North Street 3","Singapore","460527",,"SG",,,,"1.3338593","103.9285784","8WMH+GC Singapore"
"Jin Wee Restaurant","Chinese restaurant","928 E Coast Rd, Singapore 459117","Bedok","928 E Coast Rd","Singapore","459117",,"SG",,"+65 9852 7066","+6598527066","1.3124373","103.9250066","8W6G+X2 Singapore"
"Yun Nans 云海肴 (Jewel)","Chinese restaurant","78 Airport Blvd., #02 - 217, Singapore 819666","Changi","78 Airport Blvd., #02 - 217","Singapore","819666",,"SG","http://order.yunnans.sg/","+65 6908 3677","+6569083677","1.3598043","103.9894081","9X5Q+WQ Singapore"
"New Rezki Restaurant.pte.ltd","Coffee shop","203 Bedok North Street 1, Singapore 460203","Bedok","203 Bedok North Street 1","Singapore","460203",,"SG","https://www.foodpanda.sg/restaurant/v8sm/new-rezki-restaurant","+65 6573 6837","+6565736837","1.3256433","103.9290071","8WGH+7J Singapore"
"金隆海鲜楼 Jing Long Seafood Restaurant @ BEDOK","Seafood restaurant","412 Bedok North Ave 2, #01-152, Singapore 460412","Bedok","412 Bedok North Ave 2, #01-152","Singapore","460412",,"SG","http://www.jinglongseafood.com.sg/","+65 6442 9398","+6564429398","1.3298436","103.9309225","8WHJ+W9 Singapore"
"Poulet Bijou - Jewel Changi Airport","Restaurant","78 Airport Road, Jewel 01 - 227 Singapore Changi Airport, Singapore 819666","Changi","78 Airport Road, Jewel 01 - 227 Singapore Changi Airport","Singapore","819666",,"SG","https://www.poulet.com.sg/","+65 6243 7820","+6562437820","1.3598954","103.9899367","9X5Q+XX Singapore"
"Alsalam Restaurant","Indian Muslim restaurant","801 Tampines Ave 4, Singapore 520801","Tampines","801 Tampines Ave 4","Singapore","520801",,"SG","https://www.foodpanda.sg/restaurant/x4ke/alsalam-restaurant","+65 6789 9680","+6567899680","1.3467606","103.9380649","8WWQ+P6 Singapore"
"Bikanervala - Indian Sweets and Vegetarian Restaurant in Changi Airport, Terminal 3, Singapore","Family restaurant","Singapore Changi Airport Terminal 3 hall to level 4, Level 4 Public access Viewing area Take lift or escalator from Department, Singapore 819663","Changi","Singapore Changi Airport Terminal 3 hall to level 4, Level 4 Public access Viewing area Take lift or escalator from Department","Singapore","819663",,"SG","https://bikanervala.sg/","+65 6584 2473","+6565842473","1.3559704","103.985719","9X4P+97 Singapore"
"Yangzhou Fried Rice Restaurant 扬州炒饭饭店","Chinese restaurant","430 Upper Changi Rd, #01-11, Singapore 487048","Bedok","430 Upper Changi Rd, #01-11","Singapore","487048",,"SG","https://www.facebook.com/YZFriedrice","+65 9106 1723","+6591061723","1.33196","103.9464447","8WJW+QH Singapore"
"Violet Oon @ Jewel","Nyonya restaurant","78 Airport Blvd., #01 - 205 / 206, Singapore 819666","Changi","78 Airport Blvd., #01 - 205 / 206","Singapore","819666",,"SG","https://violetoon.com/","+65 9834 9935","+6598349935","1.3605312","103.9897657","9X6Q+6W Singapore"
"KNS Restaurant","Indian restaurant","89 Bedok North Street 4, #01-111, Singapore 460089","Bedok","89 Bedok North Street 4, #01-111","Singapore","460089",,"SG","https://knsrestaurant.com/","+65 6445 1619","+6564451619","1.3329829","103.9381512","8WMQ+57 Singapore"
"Hot Tomato","Western restaurant","78 Airport Blvd., #04 - 229, Singapore 819666","Changi","78 Airport Blvd., #04 - 229","Singapore","819666",,"SG","https://www.hottomato.com.sg/","+65 6214 9352","+6562149352","1.3605539","103.9895539","9X6Q+6R Singapore"
"Top Seafood Restaurant","Chinese restaurant","128 Bedok North Street 2, Block 128, Singapore 460128","Bedok","128 Bedok North Street 2, Block 128","Singapore","460128",,"SG","https://topseafood.oddle.me/en_SG/","+65 8112 2521","+6581122521","1.3278177","103.9392119","8WHQ+4M Singapore"
